Date,Temperature,Dew/Frost Point,Wet Bulb Temperature,Earth Skin Temperature,Min Temperature,Max Temperature,Specific Humidity,Relative Humidity,Precipitation,Day Peak,Evening Peak,Off Peak
04/08/2023,28.15,19.02,23.58,28.11,22.19,33.51,13.73,59,0.04,1190,1311,1006
04/09/2023,28.69,19.45,24.07,28.67,23.66,33.39,14.1,58.62,0.04,1219,1326,1013
04/10/2023,28.64,20.37,24.5,29.16,22.94,34.4,14.95,63.69,0.14,1283,1364,1044
04/11/2023,29.17,21.98,25.58,29.83,24.23,35.08,16.66,69.38,0,1337,1417,1092
04/12/2023,29.22,21.83,25.52,30.22,23.99,35.29,16.54,68.94,0,1347,1455,1117
04/13/2023,29.19,22.01,25.6,30.05,24.29,35.3,16.72,70,0,1332,1476,1122
04/14/2023,29.85,20.98,25.42,30.63,23.47,36.05,15.62,62.69,0,1351,1494,1156
04/15/2023,30.75,21.65,26.2,31.1,24.78,36.68,16.3,61,0,1422,1480,1220
04/16/2023,29.75,23.34,26.55,30.57,25.65,34.54,18.07,70.75,0,1484,1459,1253
04/17/2023,28.54,24.5,26.51,29.09,25.03,32.55,19.29,80.19,0,1502,1480,1235
04/18/2023,28.74,24.84,26.79,29.94,25.29,33.09,19.65,80.88,0,1479,1478,1187
04/19/2023,28.85,24.73,26.79,30.17,25.17,33.62,19.59,80.25,0,1409,1441,1136
04/20/2023,28.44,24.45,26.45,29.3,25.27,32.55,19.35,80.56,0.08,1303,1400,1103
04/21/2023,28.64,24.05,26.34,29.52,25.07,33.1,18.86,78.25,2.34,1196,1344,1081
04/22/2023,28.49,22.83,25.66,30.39,23.91,33.88,17.52,73.94,1.32,1080,1227,1004
04/23/2023,29.05,21.58,25.32,29.98,25.4,32.81,16.17,65.69,2.09,991,1108,889
04/24/2023,29.45,20.46,24.96,30.65,25.44,33.98,15.01,60.06,0.31,1033,1123,871
04/25/2023,29.4,19.94,24.67,31.05,24.2,34.68,14.53,58.94,0,1147,1213,944
04/26/2023,29.93,20.03,24.98,31.38,24.74,35.28,14.65,57.69,0,1230,1279,1008
04/27/2023,29.91,21.16,25.54,31.88,25.05,35.17,15.75,62.12,0.07,1245,1299,1021
04/28/2023,29.32,21.87,25.59,31.42,25.72,33.69,16.42,66.31,1.22,1230,1317,1026
04/29/2023,30.41,21.99,26.2,32.18,26.97,35.44,16.6,63.12,1.19,1256,1351,1051
04/30/2023,29.9,21.82,25.86,31.55,26.01,34,16.42,63.62,0.21,1268,1364,1079
05/01/2023,30.58,21.84,26.21,32.51,26.4,35.5,16.42,61.38,0.02,1224,1357,1084
05/02/2023,29.83,20.53,25.18,31.68,26.16,34.24,15.08,59,0,1187,1368,1082
05/03/2023,29.87,21.25,25.56,32.16,26.83,34.19,15.81,61.56,1.36,1178,1369,1087
05/04/2023,29.69,20.94,25.31,31.75,26.7,34.08,15.5,61,0.95,1178,1359,1072
05/05/2023,29.44,21.65,25.55,31.63,27,32.81,16.24,63.75,2.28,1178,1371,1051
05/06/2023,30.18,22.9,26.55,32.92,26.9,34.5,17.58,66.56,1.92,1178,1403,1052
05/07/2023,31.23,21.8,26.51,33.42,27.01,36.46,16.48,59.81,0.49,1178,1433,1074
05/08/2023,32.44,20.14,26.29,33.96,26.08,38.55,14.83,50.38,0,1178,1464,1094
05/09/2023,32.24,22.81,27.53,33.84,26.89,37.95,17.58,60.31,0,1178,1486,1116
05/10/2023,31.41,24.19,27.8,33.72,27.44,36.68,19.04,68,0.01,1178,1476,1127
05/11/2023,31.31,23.3,27.3,33.93,27.07,36.92,18.07,65.75,0,1178,1424,1105
05/12/2023,30.38,23.44,26.91,32.26,27.33,34.26,18.13,67.94,0.04,1178,1311,1044
05/13/2023,28.72,24.12,26.42,30.08,26.24,30.81,18.86,76.69,10.13,1178,1145,927
05/14/2023,27.37,20.98,24.17,28.19,24.87,30.74,15.75,69.12,1.45,1178,1032,769
05/15/2023,28.11,20.67,24.39,30.98,23.43,32.9,15.32,65.31,6.17,1178,1089,644
05/16/2023,28.61,24.82,26.72,29.75,25.78,32.23,19.65,80.81,21.51,1178,1158,652
05/17/2023,27.51,25.03,26.27,28.19,25.26,30.19,19.84,86.81,31.09,1178,1148,748
05/18/2023,27.32,25.07,26.19,28.17,25.68,29.36,19.9,87.81,28.27,1178,1167,840
05/19/2023,27.4,24.48,25.94,28.48,24.87,30.47,19.23,84.69,7.39,1178,1275,938
05/20/2023,27.62,24.87,26.25,28.26,25.65,30.08,19.71,85.44,0.52,1177,1402,1015
05/21/2023,27.75,24.24,26,28.99,24.69,31.38,18.98,82.31,1.64,1177,1451,1041
05/22/2023,27.81,24.87,26.34,28.68,25.48,30.5,19.65,84.62,6.95,1177,1394,1050
05/23/2023,27.79,25.19,26.48,28.37,25.61,30.49,20.08,86.31,19.3,1176,1272,1024
05/24/2023,26.9,23.99,25.44,27.58,25.21,29.4,18.68,84.75,34.78,1181,1211,973
05/25/2023,27.04,24.62,25.83,27.82,24.57,29.76,19.41,86.94,28.53,1188,1258,979
05/26/2023,27.74,25.04,26.39,28.4,25.76,30.3,19.9,85.69,11.88,1204,1320,1013
05/27/2023,27.92,24.65,26.29,28.58,25.68,30.83,19.47,83,12.72,1269,1375,1051
05/28/2023,29.05,23.87,26.45,30.1,25.83,32.57,18.55,74.38,0.17,1361,1438,1106
05/29/2023,30.14,24.45,27.3,30.59,27.18,33.67,19.23,72.38,1.11,1429,1486,1151
05/30/2023,30.01,25.18,27.59,30.75,26.26,33.99,20.14,76.5,0,1455,1521,1165
05/31/2023,29.85,26.23,28.04,30.34,27.67,32.94,21.42,81.88,0.37,1445,1533,1152
06/01/2023,29.04,26.1,27.57,29.44,27.35,31.61,21.3,84.62,4.69,1413,1505,1132
06/02/2023,28.99,26.02,27.51,29.8,26.66,31.83,21.18,84.62,3.08,1415,1521,1149
06/03/2023,28.8,26.26,27.53,29.37,26.7,31.33,21.42,86.62,0.43,1459,1593,1198
06/04/2023,28.95,25.87,27.41,29.79,26.68,31.6,20.94,84.06,1.15,1493,1616,1219
06/05/2023,30.28,25.55,27.91,31.12,27.23,33.9,20.63,77,1.33,1494,1556,1186
06/06/2023,29.29,23.61,26.45,29.46,27.88,31.65,18.55,73.38,3,1461,1503,1142
06/07/2023,30.1,24.53,27.32,30.25,26.61,33.16,19.41,73.31,10.27,1402,1462,1129
06/08/2023,29.28,26.07,27.67,30.29,27.26,31.98,21.3,83.38,57.57,1329,1388,1112
06/09/2023,29.33,24.69,27.01,30.01,26.9,32.15,19.65,77.19,27.91,1240,1303,1043
06/10/2023,28.64,25.62,27.13,29.62,26.79,31.6,20.75,84.06,24.43,1162,1260,975
06/11/2023,28.63,25.72,27.17,29.22,26.52,31.19,20.87,84.56,53.43,1167,1282,973
06/12/2023,28.55,26.37,27.46,29.24,26.35,31.3,21.73,88.25,21.64,1255,1348,1027
06/13/2023,28.54,26.32,27.43,28.92,26.78,30.96,21.67,88,11.25,1336,1386,1080
06/14/2023,28.59,26.27,27.43,28.84,27.19,30.66,21.55,87.44,12.91,1337,1380,1103
06/15/2023,28.52,26.61,27.57,28.55,27.08,30.37,21.97,89.5,22.27,1291,1358,1105
06/16/2023,28.25,26.69,27.47,28.42,27.05,30.05,22.09,91.25,12.8,1261,1320,1104
06/17/2023,28.44,26.73,27.58,28.67,26.97,30.69,22.09,90.62,14.6,1262,1291,1097
06/18/2023,28.13,26.43,27.28,28.48,26.23,30.65,21.73,90.69,40.07,1290,1306,1091
06/19/2023,28.19,26.51,27.35,28.53,26.43,30.45,21.79,90.69,13.84,1329,1357,1090
06/20/2023,28.45,26.28,27.37,29.15,25.64,31.48,21.55,88.38,25.86,1366,1414,1086
06/21/2023,28.37,26.11,27.24,28.72,26.59,30.27,21.3,87.75,7.37,1392,1422,1065
06/22/2023,27.62,25.53,26.58,28.26,25.56,30.46,20.57,88.44,17.74,1373,1384,1024
06/23/2023,27.58,25.99,26.78,27.8,26.19,29.2,21.12,91.12,20.45,1307,1350,1005
06/24/2023,27.04,25.55,26.29,27.55,25.51,29.85,20.63,91.56,34.1,1277,1354,1023
06/25/2023,27.65,25.41,26.53,28.39,25.12,31.31,20.45,87.94,10.53,1346,1387,1063
06/26/2023,27.35,25.39,26.37,27.83,25.49,29.67,20.39,89.25,35.05,1422,1429,1107
06/27/2023,27.8,25.78,26.79,28.3,26.12,30.13,20.87,89,40.85,1414,1454,1131
06/28/2023,27.8,26.08,26.94,28.02,25.68,30.1,21.24,90.5,18.93,1357,1434,1120
06/29/2023,28.33,26.23,27.28,28.76,26.67,30.55,21.42,88.56,12.55,1331,1405,1100
06/30/2023,28.76,26.47,27.62,29.23,26.32,31.4,21.73,87.75,35.3,1338,1399,1095
